Frames#,score_overall,nose_score,nose_x,nose_y,leftEye_score,leftEye_x,leftEye_y,rightEye_score,rightEye_x,rightEye_y,leftEar_score,leftEar_x,leftEar_y,rightEar_score,rightEar_x,rightEar_y,leftShoulder_score,leftShoulder_x,leftShoulder_y,rightShoulder_score,rightShoulder_x,rightShoulder_y,leftElbow_score,leftElbow_x,leftElbow_y,rightElbow_score,rightElbow_x,rightElbow_y,leftWrist_score,leftWrist_x,leftWrist_y,rightWrist_score,rightWrist_x,rightWrist_y,leftHip_score,leftHip_x,leftHip_y,rightHip_score,rightHip_x,rightHip_y,leftKnee_score,leftKnee_x,leftKnee_y,rightKnee_score,rightKnee_x,rightKnee_y,leftAnkle_score,leftAnkle_x,leftAnkle_y,rightAnkle_score,rightAnkle_x,rightAnkle_y
0,0.5804002705742332,0.9598326683044434,565.4351738061798,1275.6775222378278,0.9829472899436951,583.1887874531835,1278.705085440075,0.9721027612686157,528.0281484082398,1291.4295119382023,0.43380770087242126,636.739451661985,1272.977966994382,0.8733607530593872,460.9599572799626,1157.4135358146068,0.1061890721321106,628.9747922518727,1072.5395014044943,0.1886959969997406,703.0932525749065,1091.8769019194756,0.3768859803676605,985.2375936329588,737.8099397237828,0.35826578736305237,348.97011060393265,1171.6684954353932,0.9787744283676147,833.8424625468165,1078.5122600655432,0.9385749101638794,384.85772179307116,1265.2866046348315,0.4387994110584259,788.4287219101125,824.3360838014981,0.6832360029220581,503.6905284410112,191.6409541783708,0.43347662687301636,1019.5625585205994,671.2456841058053,0.4680037796497345,256.21400983146066,711.113208099251,0.5051358938217163,508.9747922518727,1271.20391502809,0.16871553659439087,572.9315162687267,1277.6234784644196
1,0.5497334126163932,0.9648222923278809,565.6726942883895,1278.5682935393259,0.9665783643722534,591.3110808754682,1282.2904962546818,0.9729905128479004,500.3582192181648,1284.5179365636704,0.2658243179321289,635.9540320692884,1301.4619908707866,0.9020092487335205,461.30266853932585,1196.0423250234082,0.16617456078529358,627.6318176498128,1074.2916812968165,0.4145156145095825,655.3079646535582,1059.7067386470037,0.2569999694824219,992.2944463951312,721.8206489934457,0.15997496247291565,287.65251931179773,880.7440894194757,0.9788663387298584,832.7212078651685,1077.630866690075,0.9584903717041016,387.19276685393265,1259.6755032771537,0.5719568133354187,793.8412921348315,812.9760650749064,0.6476449370384216,517.0911604634832,167.6161268141386,0.32243087887763977,1022.0308110955057,665.0067298689139,0.4809110760688782,1014.9748361423221,668.200711025281,0.1466248333454132,614.2383544007491,1187.5122893258426,0.16865292191505432,446.37340531367045,1140.4370025749065
2,0.5407398185309242,0.9489694833755493,564.0378481975656,1271.0347904962548,0.9431389570236206,588.6949906367041,1280.9325257490636,0.9529057741165161,529.9855161516854,1293.3159234550562,0.29586172103881836,606.9572214419477,1317.5841233614233,0.9061152338981628,446.12279084737827,1200.0186534410113,0.2989727258682251,629.4834094101125,1065.7837371254682,0.1901213526725769,711.747425093633,1101.110720973783,0.18264973163604736,978.7274695692884,737.5261879681648,0.18154960870742798,281.15578183520597,890.5256612827716,0.9877815246582031,830.8630325374531,1077.9058403558054,0.9548529386520386,389.9992684925094,1266.3480220037454,0.6150497794151306,820.8541081460673,837.5472553838952,0.7231897115707397,541.2690191947565,188.52058096324907,0.25650811195373535,428.6391766151686,112.8369414940309,0.3140191435813904,251.3508748829588,708.1985896535581,0.2417159080505371,818.409995318352,1060.6759860720974,0.19917520880699158,801.1126228932585,1074.929848431648
3,0.5525622245143441,0.962357759475708,568.4968984082398,1279.5154494382023,0.9671686291694641,591.9394458099251,1281.371722846442,0.9901244044303894,502.34960205992513,1285.2882139513108,0.20247486233711243,241.90279728464418,839.9858087546817,0.933469831943512,432.35706343632967,1206.1461259363296,0.05540645122528076,646.7023642322097,1333.7125468164795,0.11639320850372314,693.5671231273409,1133.126243562734,0.4487362802028656,978.7504389044943,752.4157303370787,0.19899120926856995,305.70297869850185,962.5106068586142,0.9926908016204834,830.217111423221,1080.3070868445693,0.9598662853240967,388.7576808286517,1265.202188670412,0.6185424327850342,809.8794475655432,811.4168568586142,0.6908836364746094,531.487739934457,187.7254140332397,0.37951523065567017,949.5722144194758,847.0127428604869,0.3685055077075958,409.06228054775283,673.7109375,0.25279104709625244,819.8314606741574,1052.0348343867042,0.2556402385234833,794.4578797986892,1084.2902914325844
4,0.560692606603398,0.9543197751045227,569.9752018960675,1268.5093340355807,0.9402439594268799,575.5323180009364,1288.0149812734082,0.9708123207092285,533.8905957397004,1292.5390625,0.2317582666873932,435.6239758895132,1228.9094686329588,0.9143167734146118,466.18006788389516,1198.0630413155432,0.2286485731601715,640.8669095271537,1071.6042690777153,0.297945111989975,674.1598636470037,1069.5913799157304,0.43151286244392395,961.4040554775281,792.1809895833334,0.16570264101028442,962.4749824438202,840.5295382724719,0.965294599533081,838.0301966292136,1087.0812119616105,0.9747313857078552,388.1733526451311,1263.7734082397005,0.6874595880508423,803.6153294709738,796.3682847612359,0.6410742998123169,499.05525807584274,189.65096120084272,0.2814667522907257,943.621400983146,867.642424508427,0.4027288556098938,252.33548396535582,712.1400983146068,0.2507675588130951,871.2252750468165,859.6678224485019,0.1929909884929657,440.57993913857683,1142.3768872893259
5,0.568919977721046,0.9474278688430786,572.4696424391386,1288.8960088951312,0.9742010235786438,587.347114934457,1283.3568878745318,0.962358832359314,538.2824935627341,1288.8161282771537,0.41039639711380005,431.146491690075,1229.1603757022472,0.8890268802642822,443.4768551029963,1203.086815308989,0.19430580735206604,638.5794856039327,1062.4152914325844,0.4483644366264343,666.0293773408241,1072.2628452715355,0.42513507604599,951.8722202715355,814.7536282771536,0.16471850872039795,356.44450784176036,1168.0653089887642,0.942035973072052,840.4188611891386,1086.4025924625469,0.9408276081085205,361.9794592696629,1262.3675971441949,0.3219824433326721,429.47572858146066,651.6194112827716,0.6521528959274292,531.7411341292135,193.15740578183522,0.3820374011993408,1062.9983029026218,699.0970271535581,0.5704619884490967,250.0499619616105,712.036955758427,0.29077082872390747,835.2716818820224,1096.28438085206,0.15543565154075623,647.8255208333333,1237.3743270131088
6,0.5577515766901129,0.9627442359924316,567.3789355102997,1258.662658005618,0.9813272356987,584.5223256086142,1286.2053780430713,0.9776828289031982,540.4048893960675,1291.4445809925094,0.6000544428825378,429.3344013342697,1224.957645716292,0.9136085510253906,445.09560802902627,1202.7465180243446,0.1404297947883606,637.2056413857679,1057.8394194756554,0.2005186676979065,710.9846090823971,1168.7361013576779,0.37408745288848877,955.1120669475656,856.6161194990636,0.14581504464149475,955.2501755617977,832.8928195224719,0.9073654413223267,842.9042310393259,1084.6114232209738,0.9540048837661743,392.3581606975656,1258.263840121723,0.3962084650993347,741.4924215823971,47.468554321746254,0.6521053910255432,532.9296875,191.15022237827716,0.4738522469997406,1053.6720213014983,675.9657361891386,0.25845029950141907,254.3662950608615,713.1497981039327,0.3998894691467285,826.2137172284645,1089.069595622659,0.14363235235214233,411.4962254213483,1287.5359901685395
7,0.5579567972351523,0.9889051914215088,565.9846822331461,1265.1803897471912,0.9849532842636108,588.5831431413858,1288.330699906367,0.9930349588394165,534.6228347378277,1289.2231390449438,0.5967669486999512,432.9620932818352,1221.4744264981273,0.9041247367858887,464.1156074438203,1172.4820780664795,0.10717347264289856,658.4841701779026,1078.7995230571162,0.17306369543075562,701.6251170411986,1169.1834913389514,0.3709757924079895,900.3941362359551,964.918363764045,0.12515172362327576,261.34399871254686,922.1270774812734,0.870392918586731,851.7674683988764,1080.2685363998128,0.9420179128646851,366.2765537219101,1257.5500351123596,0.42949506640434265,720.9757578417602,60.23911151100187,0.6090666055679321,507.1027182818352,190.46041081460675,0.49309077858924866,1051.8384246254682,667.7702920177903,0.39308595657348633,251.30201018258424,711.4503599016854,0.3585876226425171,804.4699496722847,1091.6559135065543,0.14537888765335083,644.9512816011236,1222.974309456929
8,0.5863780712380129,0.9761970043182373,563.0978610720974,1306.1712897940076,0.9844849109649658,582.18984082397,1287.9981566011236,0.9760226011276245,543.1745962078652,1287.9207631086142,0.7659009099006653,429.1758105102997,1225.9669797518727,0.898147702217102,463.3405752574906,1169.284146769663,0.13463017344474792,667.784995318352,1118.8013518258426,0.1707492172718048,771.5077832397003,1105.3601942883895,0.520683228969574,966.311007724719,793.7095476357678,0.14807748794555664,503.93675386235964,98.33618621254682,0.8353498578071594,852.7602703651685,1081.262801381086,0.9113036394119263,366.42951193820227,1250.1117743445693,0.37733080983161926,441.3995201310862,655.3830904728464,0.7630817294120789,521.9234257958802,200.32116836376406,0.6256627440452576,1059.6038155430713,674.5273730102997,0.23805224895477295,263.8488266619851,702.1523876404494,0.4060364365577698,827.3605746722847,1075.032332631086,0.23671650886535645,803.5935305477528,1095.495157420412
9,0.5716666474061853,0.9784994125366211,565.7992450842697,1299.1504272003747,0.9870215654373169,584.6030108848315,1287.9728464419477,0.9843876361846924,529.7496781367041,1290.8390390917602,0.32671302556991577,437.1996430243446,1219.8901275749065,0.8826094269752502,457.67717111423224,1206.515464068352,0.15034756064414978,651.4802054073034,1080.5291725187267,0.14827686548233032,793.9044943820224,1097.1671640917602,0.5473880171775818,902.3965648408241,973.8378540496255,0.269736647605896,321.7308930243446,964.8944434691011,0.8635580539703369,855.7830056179776,1078.5283532303372,0.9263843297958374,369.43527621722853,1248.4601767322097,0.36556267738342285,1034.5360779494383,681.8275251638577,0.6451767086982727,516.8678312265918,201.95813582631087,0.7598639726638794,1061.3013518258429,668.3666900749064,0.4629763662815094,1040.9563728932585,672.9999122191011,0.2824211120605469,826.4159058988764,1106.5873712546818,0.13740962743759155,640.3316654962548,1228.5047986891386
